risk-assesment,pop_density,build_density,road_density,lightybrity,area,light-estimation
2.826853584442542,7.5,10,8,10,6,37314.75
1.9311217339262576,4.5,5,10,10,9,25491.0
0.3009265081325141,2.0,1,3,10,10,3972.26
0.019020310452193545,0.1,0,1,10,7,251.07
