risk-assesment,pop_density,build_density,road_density,lightybrity,area,light-estimation
5.2788236452754145,10.0,10,0,10,6,69681.0
3.3492928083878146,7.0,5,0,10,9,44211.0
0.9023424064969199,2.0,1,0,10,10,11911.01
0.012202180286513542,0.1,0,1,10,7,161.07
